TS	Time	Phase	Temps
2012-04-26 12:18:17.246	1096.98	-77.766	310.29
2012-04-26 12:18:17.446	1097.18	-79.269	310.29
2012-04-26 12:18:17.646	1097.38	-79.154	310.29
2012-04-26 12:18:17.856	1097.59	-78.151	310.29
2012-04-26 12:18:18.056	1097.79	-78.458	310.29
2012-04-26 12:18:18.256	1097.99	-77.895	310.29
2012-04-26 12:18:18.446	1098.18	-78.719	310.29
2012-04-26 12:18:18.646	1098.38	-78.427	310.29
2012-04-26 12:18:18.856	1098.59	-78.713	310.29
2012-04-26 12:18:19.056	1098.79	-79.239	310.29
2012-04-26 12:18:19.256	1098.99	-78.461	310.28
2012-04-26 12:18:19.466	1099.2	-78.4	310.28
2012-04-26 12:18:19.666	1099.4	-78.011	310.28
2012-04-26 12:18:19.856	1099.59	-78.936	310.28
2012-04-26 12:18:20.056	1099.79	-79.378	310.28
2012-04-26 12:18:20.256	1099.99	-78.397	310.28
2012-04-26 12:18:20.466	1100.2	-78.24	310.28
2012-04-26 12:18:20.666	1100.4	-78.096	310.28
2012-04-26 12:18:20.866	1100.6	-78.261	310.28
2012-04-26 12:18:21.076	1100.81	-77.894	310.28
2012-04-26 12:18:21.256	1100.99	-78.121	310.28
2012-04-26 12:18:21.466	1101.2	-77.68	310.28
2012-04-26 12:18:21.666	1101.4	-78.261	310.28
2012-04-26 12:18:21.866	1101.6	-78.715	310.28
2012-04-26 12:18:22.076	1101.81	-78.354	310.28
2012-04-26 12:18:22.276	1102.01	-78.043	310.28
2012-04-26 12:18:22.476	1102.21	-78.964	310.28
2012-04-26 12:18:22.666	1102.4	-78.577	310.28
2012-04-26 12:18:22.866	1102.6	-78.252	310.28
2012-04-26 12:18:23.076	1102.81	-78.572	310.28
2012-04-26 12:18:23.276	1103.01	-77.531	310.28
2012-04-26 12:18:23.476	1103.21	-78.647	310.28
2012-04-26 12:18:23.676	1103.41	-78.194	310.28
2012-04-26 12:18:23.886	1103.62	-78.323	310.27
2012-04-26 12:18:24.076	1103.81	-79.532	310.27
2012-04-26 12:18:24.276	1104.01	-79.14	310.28
2012-04-26 12:18:24.476	1104.21	-78.425	310.28
2012-04-26 12:18:24.676	1104.41	-78.509	310.28
2012-04-26 12:18:24.886	1104.62	-77.718	310.28
2012-04-26 12:18:25.086	1104.82	-78.405	310.28
2012-04-26 12:18:25.276	1105.01	-78.18	310.28
2012-04-26 12:18:25.476	1105.21	-78.839	310.28
2012-04-26 12:18:25.676	1105.41	-78.157	310.28
2012-04-26 12:18:25.886	1105.62	-78.076	310.28
2012-04-26 12:18:26.086	1105.82	-77.909	310.28
2012-04-26 12:18:26.286	1106.02	-77.766	310.28
2012-04-26 12:18:26.496	1106.23	-78.006	310.28
2012-04-26 12:18:26.676	1106.41	-78.837	310.28
2012-04-26 12:18:26.886	1106.62	-78.606	310.27
2012-04-26 12:18:27.086	1106.82	-78.174	310.27
2012-04-26 12:18:27.286	1107.02	-78.052	310.27
2012-04-26 12:18:27.496	1107.23	-78.059	310.27
2012-04-26 12:18:27.696	1107.43	-78.05	310.27
2012-04-26 12:18:27.896	1107.63	-78.183	310.27
2012-04-26 12:18:28.086	1107.82	-78.895	310.27
2012-04-26 12:18:28.286	1108.02	-79.001	310.27
2012-04-26 12:18:28.496	1108.23	-79.357	310.27
2012-04-26 12:18:28.696	1108.43	-78.639	310.28
2012-04-26 12:18:28.896	1108.63	-78.249	310.28
2012-04-26 12:18:29.106	1108.84	-79.192	310.28
2012-04-26 12:18:29.306	1109.04	-78.435	310.28
2012-04-26 12:18:29.496	1109.23	-78.244	310.28
2012-04-26 12:18:29.696	1109.43	-78.525	310.28
2012-04-26 12:18:29.896	1109.63	-77.801	310.28
2012-04-26 12:18:30.106	1109.84	-79.01	310.28
2012-04-26 12:18:30.306	1110.04	-77.981	310.28
2012-04-26 12:18:30.506	1110.24	-78.486	310.28
2012-04-26 12:18:30.696	1110.43	-78.363	310.27
2012-04-26 12:18:30.896	1110.63	-78.515	310.27
2012-04-26 12:18:31.106	1110.84	-78.801	310.28
2012-04-26 12:18:31.306	1111.04	-78.644	310.28
2012-04-26 12:18:31.506	1111.24	-78.208	310.28
2012-04-26 12:18:31.716	1111.45	-79.454	310.28
2012-04-26 12:18:31.916	1111.65	-78.872	310.28
2012-04-26 12:18:32.106	1111.84	-78.378	310.27
2012-04-26 12:18:32.306	1112.04	-78.438	310.27
2012-04-26 12:18:32.506	1112.24	-77.785	310.28
2012-04-26 12:18:32.716	1112.45	-78.685	310.28
2012-04-26 12:18:32.916	1112.65	-79.053	310.28
2012-04-26 12:18:33.116	1112.85	-78.691	310.28
2012-04-26 12:18:33.326	1113.06	-80.027	310.28
2012-04-26 12:18:33.506	1113.24	-78.634	310.28
2012-04-26 12:18:33.716	1113.45	-78.276	310.28
2012-04-26 12:18:33.916	1113.65	-78.473	310.28
2012-04-26 12:18:34.116	1113.85	-78.493	310.27
2012-04-26 12:18:34.326	1114.06	-79.371	310.27
2012-04-26 12:18:34.526	1114.26	-78.564	310.27
2012-04-26 12:18:34.726	1114.46	-79.083	310.26
2012-04-26 12:18:34.916	1114.65	-78.719	310.26
2012-04-26 12:18:35.116	1114.85	-78.52	310.26
2012-04-26 12:18:35.326	1115.06	-78.513	310.28
2012-04-26 12:18:35.526	1115.26	-78.44	310.28
2012-04-26 12:18:35.726	1115.46	-79.101	310.28
2012-04-26 12:18:35.926	1115.66	-78.573	310.28
2012-04-26 12:18:36.136	1115.87	-77.59	310.28
2012-04-26 12:18:36.326	1116.06	-78.037	310.28
2012-04-26 12:18:36.526	1116.26	-77.641	310.28
2012-04-26 12:18:36.726	1116.46	-78.354	310.27
2012-04-26 12:18:36.926	1116.66	-77.748	310.27
2012-04-26 12:18:37.136	1116.87	-77.378	310.27
2012-04-26 12:18:37.336	1117.07	-77.466	310.27
2012-04-26 12:18:37.526	1117.26	-78.099	310.27
2012-04-26 12:18:37.726	1117.46	-78.728	310.27
2012-04-26 12:18:37.926	1117.66	-78.59	310.27
2012-04-26 12:18:38.136	1117.87	-78.134	310.27
2012-04-26 12:18:38.336	1118.07	-78.524	310.26
2012-04-26 12:18:38.536	1118.27	-78.434	310.27
2012-04-26 12:18:38.746	1118.48	-78.148	310.27
2012-04-26 12:18:38.946	1118.68	-78.373	310.27
2012-04-26 12:18:39.136	1118.87	-79.711	310.27
2012-04-26 12:18:39.336	1119.07	-78.79	310.27
2012-04-26 12:18:39.536	1119.27	-78.63	310.27
2012-04-26 12:18:39.746	1119.48	-78.74	310.27
2012-04-26 12:18:39.946	1119.68	-78.497	310.27
2012-04-26 12:18:40.146	1119.88	-78.551	310.27
2012-04-26 12:18:40.356	1120.09	-78.6	310.27
2012-04-26 12:18:40.536	1120.27	-78.213	310.27
2012-04-26 12:18:40.746	1120.48	-78.898	310.27
2012-04-26 12:18:40.946	1120.68	-79.089	310.27
2012-04-26 12:18:41.146	1120.88	-78.53	310.27
2012-04-26 12:18:41.356	1121.09	-78.132	310.28
2012-04-26 12:18:41.556	1121.29	-77.249	310.28
2012-04-26 12:18:41.756	1121.49	-78.629	310.28
2012-04-26 12:18:41.946	1121.68	-77.909	310.27
2012-04-26 12:18:42.146	1121.88	-78.46	310.27
2012-04-26 12:18:42.356	1122.09	-77.926	310.27
2012-04-26 12:18:42.556	1122.29	-78.098	310.27
2012-04-26 12:18:42.756	1122.49	-78.004	310.27
2012-04-26 12:18:42.966	1122.7	-78.125	310.27
2012-04-26 12:18:43.146	1122.88	-78.12	310.27
2012-04-26 12:18:43.356	1123.09	-78.886	310.27
2012-04-26 12:18:43.556	1123.29	-79.042	310.26
2012-04-26 12:18:43.756	1123.49	-78.834	310.26
2012-04-26 12:18:43.966	1123.7	-78.473	310.26
2012-04-26 12:18:44.166	1123.9	-77.739	310.26
2012-04-26 12:18:44.366	1124.1	-78.333	310.26
2012-04-26 12:18:44.556	1124.29	-78.428	310.26
2012-04-26 12:18:44.756	1124.49	-78.892	310.27
2012-04-26 12:18:44.966	1124.7	-79.197	310.27
2012-04-26 12:18:45.166	1124.9	-79.143	310.26
2012-04-26 12:18:45.366	1125.1	-78.63	310.26
2012-04-26 12:18:45.576	1125.31	-78.243	310.26
2012-04-26 12:18:45.776	1125.51	-79.427	310.26
2012-04-26 12:18:45.966	1125.7	-78.872	310.26
2012-04-26 12:18:46.166	1125.9	-78.42	310.26
2012-04-26 12:18:46.366	1126.1	-78.587	310.26
2012-04-26 12:18:46.576	1126.31	-78.106	310.26
2012-04-26 12:18:46.776	1126.51	-79.248	310.26
2012-04-26 12:18:46.976	1126.71	-78.433	310.26
2012-04-26 12:18:47.176	1126.91	-78.393	310.26
2012-04-26 12:18:47.366	1127.1	-78.815	310.26
2012-04-26 12:18:47.576	1127.31	-79.087	310.26
2012-04-26 12:18:47.776	1127.51	-79.138	310.26
2012-04-26 12:18:47.976	1127.71	-78.415	310.26
2012-04-26 12:18:48.176	1127.91	-78.922	310.26
2012-04-26 12:18:48.386	1128.12	-79.73	310.26
2012-04-26 12:18:48.576	1128.31	-78.953	310.26
2012-04-26 12:18:48.776	1128.51	-78.731	310.26
2012-04-26 12:18:48.976	1128.71	-78.992	310.26
2012-04-26 12:18:49.176	1128.91	-78.152	310.26
2012-04-26 12:18:49.386	1129.12	-78.355	310.26
2012-04-26 12:18:49.586	1129.32	-79.094	310.26
2012-04-26 12:18:49.786	1129.52	-78.836	310.26
2012-04-26 12:18:49.976	1129.71	-80.157	310.26
2012-04-26 12:18:50.176	1129.91	-78.719	310.26
2012-04-26 12:18:50.386	1130.12	-78.71	310.26
2012-04-26 12:18:50.586	1130.32	-78.515	310.26
2012-04-26 12:18:50.786	1130.52	-77.395	310.25
2012-04-26 12:18:50.996	1130.73	-78.999	310.25
2012-04-26 12:18:51.196	1130.93	-78.786	310.26
2012-04-26 12:18:51.386	1131.12	-78.826	310.26
2012-04-26 12:18:51.586	1131.32	-79.051	310.25
2012-04-26 12:18:51.786	1131.52	-78.542	310.25
2012-04-26 12:18:51.996	1131.73	-78.609	310.25
2012-04-26 12:18:52.196	1131.93	-78.697	310.25
2012-04-26 12:18:52.396	1132.13	-79.89	310.25
2012-04-26 12:18:52.606	1132.34	-79.474	310.26
2012-04-26 12:18:52.786	1132.52	-79.132	310.26
2012-04-26 12:18:52.996	1132.73	-79.213	310.25
2012-04-26 12:18:53.196	1132.93	-78.97	310.25
2012-04-26 12:18:53.396	1133.13	-79.478	310.25
2012-04-26 12:18:53.606	1133.34	-78.925	310.25
2012-04-26 12:18:53.806	1133.54	-78.792	310.25
2012-04-26 12:18:54.006	1133.74	-78.58	310.25
2012-04-26 12:18:54.196	1133.93	-78.929	310.25
2012-04-26 12:18:54.396	1134.13	-78.831	310.25
2012-04-26 12:18:54.606	1134.34	-78.513	310.26
2012-04-26 12:18:54.806	1134.54	-78.86	310.26
2012-04-26 12:18:55.006	1134.74	-79.346	310.26
2012-04-26 12:18:55.216	1134.95	-78.99	310.26
2012-04-26 12:18:55.396	1135.13	-78.676	310.26
2012-04-26 12:18:55.606	1135.34	-79.515	310.26
2012-04-26 12:18:55.806	1135.54	-78.638	310.26
2012-04-26 12:18:56.006	1135.74	-80.159	310.26
2012-04-26 12:18:56.216	1135.95	-79.07	310.26
2012-04-26 12:18:56.416	1136.15	-79.361	310.26
2012-04-26 12:18:56.616	1136.35	-79.774	310.26
2012-04-26 12:18:56.806	1136.54	-79.237	310.26
2012-04-26 12:18:57.006	1136.74	-79.11	310.26
2012-04-26 12:18:57.216	1136.95	-79.249	310.26
2012-04-26 12:18:57.416	1137.15	-79.067	310.26
2012-04-26 12:18:57.616	1137.35	-80.372	310.26
2012-04-26 12:18:57.826	1137.56	-79.96	310.26
2012-04-26 12:18:58.026	1137.76	-79.815	310.26
2012-04-26 12:18:58.216	1137.95	-78.026	310.26
2012-04-26 12:18:58.416	1138.15	-79.456	310.25
2012-04-26 12:18:58.616	1138.35	-79.158	310.25
2012-04-26 12:18:58.826	1138.56	-79.776	310.26
2012-04-26 12:18:59.026	1138.76	-79.212	310.26
2012-04-26 12:18:59.226	1138.96	-79.827	310.26
2012-04-26 12:18:59.426	1139.16	-79.46	310.26
2012-04-26 12:18:59.616	1139.35	-78.848	310.26
2012-04-26 12:18:59.826	1139.56	-78.86	310.27
2012-04-26 12:19:00.026	1139.76	-80.316	310.27
2012-04-26 12:19:00.226	1139.96	-80.236	310.26
2012-04-26 12:19:00.426	1140.16	-79.5	310.26
2012-04-26 12:19:00.636	1140.37	-79.485	310.27
2012-04-26 12:19:00.836	1140.57	-78.947	310.27
2012-04-26 12:19:01.026	1140.76	-79.359	310.27
2012-04-26 12:19:01.226	1140.96	-79.132	310.27
2012-04-26 12:19:01.426	1141.16	-79.716	310.27
2012-04-26 12:19:01.636	1141.37	-80.66	310.27
2012-04-26 12:19:01.836	1141.57	-80.035	310.26
2012-04-26 12:19:02.036	1141.77	-79.789	310.26
2012-04-26 12:19:02.246	1141.98	-79.178	310.26
2012-04-26 12:19:02.426	1142.16	-79.478	310.26
2012-04-26 12:19:02.636	1142.37	-79.399	310.26
2012-04-26 12:19:02.836	1142.57	-78.997	310.26
2012-04-26 12:19:03.036	1142.77	-79.503	310.26
2012-04-26 12:19:03.246	1142.98	-79.482	310.27
2012-04-26 12:19:03.446	1143.18	-80.148	310.27
2012-04-26 12:19:03.646	1143.38	-79.006	310.26
2012-04-26 12:19:03.836	1143.57	-79.181	310.26
2012-04-26 12:19:04.036	1143.77	-79.275	310.26
2012-04-26 12:19:04.246	1143.98	-80.041	310.26
2012-04-26 12:19:04.446	1144.18	-79.774	310.26
2012-04-26 12:19:04.646	1144.38	-79.261	310.26
2012-04-26 12:19:04.856	1144.59	-79.625	310.27
2012-04-26 12:19:05.056	1144.79	-80.738	310.27
2012-04-26 12:19:05.246	1144.98	-79.887	310.27
2012-04-26 12:19:05.446	1145.18	-79.171	310.27
2012-04-26 12:19:05.646	1145.38	-79.259	310.27
2012-04-26 12:19:05.856	1145.59	-78.951	310.27
2012-04-26 12:19:06.056	1145.79	-79.692	310.27
2012-04-26 12:19:06.256	1145.99	-79.838	310.27
2012-04-26 12:19:06.446	1146.18	-80.042	310.27
2012-04-26 12:19:06.646	1146.38	-80.767	310.26
2012-04-26 12:19:06.856	1146.59	-79.398	310.26
2012-04-26 12:19:07.056	1146.79	-79.116	310.26
2012-04-26 12:19:07.256	1146.99	-79.486	310.26
2012-04-26 12:19:07.466	1147.2	-79.212	310.26
2012-04-26 12:19:07.666	1147.4	-80.195	310.26
2012-04-26 12:19:07.856	1147.59	-79.162	310.25
2012-04-26 12:19:08.056	1147.79	-79.627	310.25
2012-04-26 12:19:08.256	1147.99	-79.353	310.25
2012-04-26 12:19:08.466	1148.2	-79.735	310.25
2012-04-26 12:19:08.666	1148.4	-79.413	310.26
2012-04-26 12:19:08.866	1148.6	-79.171	310.26
2012-04-26 12:19:09.076	1148.81	-80.182	310.26
2012-04-26 12:19:09.256	1148.99	-79.98	310.26
2012-04-26 12:19:09.466	1149.2	-79.458	310.26
2012-04-26 12:19:09.666	1149.4	-79.782	310.26
2012-04-26 12:19:09.866	1149.6	-79.736	310.26
2012-04-26 12:19:10.076	1149.81	-79.964	310.26
2012-04-26 12:19:10.276	1150.01	-79.147	310.26
2012-04-26 12:19:10.476	1150.21	-79.093	310.26
2012-04-26 12:19:10.666	1150.4	-79.269	310.26
2012-04-26 12:19:10.866	1150.6	-79.532	310.26
2012-04-26 12:19:11.076	1150.81	-79.603	310.26
2012-04-26 12:19:11.276	1151.01	-79.841	310.26
2012-04-26 12:19:11.476	1151.21	-79.517	310.26
2012-04-26 12:19:11.676	1151.41	-79.602	310.25
2012-04-26 12:19:11.866	1151.6	-80.183	310.25
2012-04-26 12:19:12.076	1151.81	-78.528	310.25
2012-04-26 12:19:12.276	1152.01	-79.282	310.25
2012-04-26 12:19:12.476	1152.21	-80.215	310.26
2012-04-26 12:19:12.676	1152.41	-80.011	310.26
2012-04-26 12:19:12.886	1152.62	-79.386	310.26
2012-04-26 12:19:13.086	1152.82	-79.765	310.26
2012-04-26 12:19:13.276	1153.01	-78.805	310.26
2012-04-26 12:19:13.476	1153.21	-80.126	310.26
2012-04-26 12:19:13.676	1153.41	-79.523	310.26
2012-04-26 12:19:13.886	1153.62	-79.41	310.26
2012-04-26 12:19:14.086	1153.82	-79.993	310.26
2012-04-26 12:19:14.286	1154.02	-80.483	310.27
2012-04-26 12:19:14.476	1154.21	-80.092	310.27
2012-04-26 12:19:14.676	1154.41	-79.349	310.26
2012-04-26 12:19:14.886	1154.62	-77.725	310.26
2012-04-26 12:19:15.086	1154.82	-79.642	310.26
2012-04-26 12:19:15.286	1155.02	-78.867	310.26
2012-04-26 12:19:15.496	1155.23	-79.671	310.26
2012-04-26 12:19:15.696	1155.43	-79.041	310.26
2012-04-26 12:19:15.886	1155.62	-80.189	310.26
2012-04-26 12:19:16.086	1155.82	-79.625	310.26
2012-04-26 12:19:16.286	1156.02	-79.207	310.26
2012-04-26 12:19:16.496	1156.23	-79.475	310.26
2012-04-26 12:19:16.696	1156.43	-79.842	310.26
2012-04-26 12:19:16.896	1156.63	-79.516	310.26
2012-04-26 12:19:17.106	1156.84	-79.187	310.26
2012-04-26 12:19:17.286	1157.02	-79.275	310.27
2012-04-26 12:19:17.496	1157.23	-79.092	310.27
2012-04-26 12:19:17.696	1157.43	-79.049	310.27
2012-04-26 12:19:17.896	1157.63	-79.726	310.27
2012-04-26 12:19:18.106	1157.84	-79.556	310.26
2012-04-26 12:19:18.306	1158.04	-80.448	310.26
2012-04-26 12:19:18.506	1158.24	-79.82	310.26
2012-04-26 12:19:18.696	1158.43	-79.003	310.26
2012-04-26 12:19:18.896	1158.63	-78.977	310.26
2012-04-26 12:19:19.106	1158.84	-79.357	310.26
2012-04-26 12:19:19.306	1159.04	-79.603	310.26
2012-04-26 12:19:19.506	1159.24	-78.682	310.26
2012-04-26 12:19:19.716	1159.45	-79.175	310.26
2012-04-26 12:19:19.916	1159.65	-78.03	310.26
2012-04-26 12:19:20.106	1159.84	-80.405	310.26
2012-04-26 12:19:20.306	1160.04	-78.876	310.26
2012-04-26 12:19:20.506	1160.24	-79.793	310.26
2012-04-26 12:19:20.716	1160.45	-78.62	310.26
2012-04-26 12:19:20.916	1160.65	-79.844	310.26
2012-04-26 12:19:21.116	1160.85	-79.1	310.25
2012-04-26 12:19:21.326	1161.06	-78.674	310.25
2012-04-26 12:19:21.506	1161.24	-79.575	310.25
2012-04-26 12:19:21.716	1161.45	-80.854	310.25
2012-04-26 12:19:21.916	1161.65	-79.779	310.26
2012-04-26 12:19:22.116	1161.85	-78.591	310.26
2012-04-26 12:19:22.326	1162.06	-78.832	310.26
2012-04-26 12:19:22.526	1162.26	-79.136	310.25
2012-04-26 12:19:22.726	1162.46	-79.991	310.25
2012-04-26 12:19:22.916	1162.65	-79.867	310.25
2012-04-26 12:19:23.116	1162.85	-79.421	310.25
2012-04-26 12:19:23.326	1163.06	-80.966	310.25
2012-04-26 12:19:23.526	1163.26	-79.716	310.25
2012-04-26 12:19:23.726	1163.46	-79.664	310.25
2012-04-26 12:19:23.926	1163.66	-78.96	310.25
2012-04-26 12:19:24.136	1163.87	-81.066	310.24
2012-04-26 12:19:24.326	1164.06	-79.598	310.24
2012-04-26 12:19:24.526	1164.26	-79.037	310.24
2012-04-26 12:19:24.726	1164.46	-79.737	310.24
2012-04-26 12:19:24.926	1164.66	-79.264	310.25
2012-04-26 12:19:25.136	1164.87	-79.157	310.25
2012-04-26 12:19:25.336	1165.07	-79.043	310.24
2012-04-26 12:19:25.526	1165.26	-79.35	310.24
2012-04-26 12:19:25.726	1165.46	-80.452	310.24
2012-04-26 12:19:25.926	1165.66	-79.124	310.24
2012-04-26 12:19:26.136	1165.87	-79.557	310.24
2012-04-26 12:19:26.336	1166.07	-79.148	310.24
2012-04-26 12:19:26.536	1166.27	-79.559	310.24
2012-04-26 12:19:26.746	1166.48	-79.954	310.25
2012-04-26 12:19:26.926	1166.66	-79.33	310.25
2012-04-26 12:19:27.136	1166.87	-78.871	310.25
2012-04-26 12:19:27.336	1167.07	-78.976	310.25
2012-04-26 12:19:27.536	1167.27	-79.711	310.25
2012-04-26 12:19:27.746	1167.48	-79.263	310.25
2012-04-26 12:19:27.946	1167.68	-79.269	310.25
2012-04-26 12:19:28.146	1167.88	-79.428	310.25
2012-04-26 12:19:28.336	1168.07	-79.48	310.25
2012-04-26 12:19:28.536	1168.27	-79.259	310.25
2012-04-26 12:19:28.746	1168.48	-79.192	310.25
2012-04-26 12:19:28.946	1168.68	-79.361	310.25
2012-04-26 12:19:29.146	1168.88	-80.037	310.25
2012-04-26 12:19:29.356	1169.09	-79.557	310.25
2012-04-26 12:19:29.556	1169.29	-78.911	310.25
2012-04-26 12:19:29.746	1169.48	-79.46	310.26
2012-04-26 12:19:29.946	1169.68	-78.995	310.26
2012-04-26 12:19:30.146	1169.88	-80.223	310.26
2012-04-26 12:19:30.356	1170.09	-79.901	310.26
2012-04-26 12:19:30.556	1170.29	-79.628	310.25
2012-04-26 12:19:30.756	1170.49	-81.067	310.25
2012-04-26 12:19:30.946	1170.68	-80.496	310.25
2012-04-26 12:19:31.146	1170.88	-80.321	310.25
2012-04-26 12:19:31.356	1171.09	-80.1	310.25
2012-04-26 12:19:31.556	1171.29	-78.74	310.25
2012-04-26 12:19:31.756	1171.49	-80.549	310.26
2012-04-26 12:19:31.966	1171.7	-80.073	310.26
2012-04-26 12:19:32.166	1171.9	-80.36	310.26
2012-04-26 12:19:32.356	1172.09	-79.031	310.26
2012-04-26 12:19:32.556	1172.29	-79.845	310.26
2012-04-26 12:19:32.756	1172.49	-79.897	310.25
2012-04-26 12:19:32.966	1172.7	-79.586	310.25
2012-04-26 12:19:33.166	1172.9	-79.36	310.25
2012-04-26 12:19:33.366	1173.1	-80.27	310.25
2012-04-26 12:19:33.566	1173.3	-80	310.25
2012-04-26 12:19:33.756	1173.49	-79.519	310.25
2012-04-26 12:19:33.966	1173.7	-78.757	310.25
2012-04-26 12:19:34.166	1173.9	-79.701	310.25
2012-04-26 12:19:34.366	1174.1	-79.94	310.25
2012-04-26 12:19:34.566	1174.3	-79.509	310.25
2012-04-26 12:19:34.776	1174.51	-80.02	310.25
2012-04-26 12:19:34.976	1174.71	-79.695	310.25
2012-04-26 12:19:35.166	1174.9	-79.966	310.25
2012-04-26 12:19:35.366	1175.1	-79.947	310.25
2012-04-26 12:19:35.566	1175.3	-79.908	310.25
2012-04-26 12:19:35.776	1175.51	-80.75	310.25
2012-04-26 12:19:35.976	1175.71	-80.263	310.25
2012-04-26 12:19:36.176	1175.91	-80.258	310.24
2012-04-26 12:19:36.386	1176.12	-79.924	310.24
2012-04-26 12:19:36.566	1176.3	-80.791	310.24
2012-04-26 12:19:36.776	1176.51	-80.952	310.24
2012-04-26 12:19:36.976	1176.71	-79.748	310.24
2012-04-26 12:19:37.176	1176.91	-79.916	310.24
2012-04-26 12:19:37.386	1177.12	-78.54	310.25
2012-04-26 12:19:37.586	1177.32	-79.824	310.25
2012-04-26 12:19:37.776	1177.51	-80.117	310.25
2012-04-26 12:19:37.976	1177.71	-80.118	310.25
2012-04-26 12:19:38.176	1177.91	-80.117	310.25
2012-04-26 12:19:38.386	1178.12	-80.926	310.25
2012-04-26 12:19:38.586	1178.32	-80.088	310.25
2012-04-26 12:19:38.786	1178.52	-79.494	310.25
2012-04-26 12:19:38.996	1178.73	-79.646	310.25
2012-04-26 12:19:39.176	1178.91	-79.768	310.25
2012-04-26 12:19:39.386	1179.12	-80.142	310.25
2012-04-26 12:19:39.586	1179.32	-79.982	310.25
2012-04-26 12:19:39.786	1179.52	-80.472	310.25
2012-04-26 12:19:39.996	1179.73	-80.107	310.25
2012-04-26 12:19:40.196	1179.93	-79.891	310.25
2012-04-26 12:19:40.396	1180.13	-79.355	310.25
2012-04-26 12:19:40.586	1180.32	-78.796	310.25
2012-04-26 12:19:40.786	1180.52	-81.287	310.26
2012-04-26 12:19:40.996	1180.73	-80.84	310.26
2012-04-26 12:19:41.196	1180.93	-79.499	310.26
2012-04-26 12:19:41.396	1181.13	-79.376	310.26
2012-04-26 12:19:41.606	1181.34	-79.411	310.26
2012-04-26 12:19:41.806	1181.54	-80.365	310.26
2012-04-26 12:19:41.996	1181.73	-79.288	310.26
2012-04-26 12:19:42.196	1181.93	-79.945	310.26
2012-04-26 12:19:42.396	1182.13	-80.428	310.26
2012-04-26 12:19:42.606	1182.34	-80.06	310.26
2012-04-26 12:19:42.806	1182.54	-79.772	310.26
2012-04-26 12:19:43.006	1182.74	-80.158	310.27
2012-04-26 12:19:43.196	1182.93	-80.514	310.27
2012-04-26 12:19:43.396	1183.13	-80.335	310.27
2012-04-26 12:19:43.606	1183.34	-79.548	310.27
2012-04-26 12:19:43.806	1183.54	-79.071	310.26
2012-04-26 12:19:44.006	1183.74	-79.134	310.26
2012-04-26 12:19:44.216	1183.95	-80.585	310.25
2012-04-26 12:19:44.416	1184.15	-79.272	310.25
2012-04-26 12:19:44.606	1184.34	-79.399	310.25
2012-04-26 12:19:44.806	1184.54	-79.024	310.25
2012-04-26 12:19:45.006	1184.74	-79.365	310.25
2012-04-26 12:19:45.216	1184.95	-79.817	310.25
2012-04-26 12:19:45.416	1185.15	-79.462	310.25
2012-04-26 12:19:45.616	1185.35	-79.148	310.25
2012-04-26 12:19:45.816	1185.55	-81.068	310.25
2012-04-26 12:19:46.006	1185.74	-80.004	310.25
2012-04-26 12:19:46.216	1185.95	-79.052	310.25
2012-04-26 12:19:46.416	1186.15	-79.878	310.25
2012-04-26 12:19:46.616	1186.35	-78.652	310.25
2012-04-26 12:19:46.816	1186.55	-80.119	310.25
2012-04-26 12:19:47.026	1186.76	-79.77	310.25
2012-04-26 12:19:47.226	1186.96	-79.579	310.25
2012-04-26 12:19:47.416	1187.15	-81.009	310.25
2012-04-26 12:19:47.616	1187.35	-79.854	310.24
2012-04-26 12:19:47.816	1187.55	-79.922	310.24
2012-04-26 12:19:48.026	1187.76	-79.265	310.24
2012-04-26 12:19:48.226	1187.96	-79.692	310.24
2012-04-26 12:19:48.426	1188.16	-80.445	310.24
2012-04-26 12:19:48.636	1188.37	-79.802	310.24
2012-04-26 12:19:48.816	1188.55	-80.37	310.24
2012-04-26 12:19:49.026	1188.76	-78.561	310.24
2012-04-26 12:19:49.226	1188.96	-80.048	310.24
2012-04-26 12:19:49.426	1189.16	-79.452	310.24
2012-04-26 12:19:49.636	1189.37	-79.428	310.24
2012-04-26 12:19:49.836	1189.57	-79.648	310.24
2012-04-26 12:19:50.026	1189.76	-79.899	310.24
2012-04-26 12:19:50.226	1189.96	-79.734	310.24
2012-04-26 12:19:50.426	1190.16	-79.53	310.24
2012-04-26 12:19:50.636	1190.37	-78.675	310.24
2012-04-26 12:19:50.836	1190.57	-79.834	310.24
2012-04-26 12:19:51.036	1190.77	-79.968	310.24
2012-04-26 12:19:51.246	1190.98	-78.572	310.24
2012-04-26 12:19:51.426	1191.16	-79.043	310.24
2012-04-26 12:19:51.636	1191.37	-79.2	310.24
2012-04-26 12:19:51.836	1191.57	-79.661	310.25
2012-04-26 12:19:52.036	1191.77	-79.023	310.25
2012-04-26 12:19:52.246	1191.98	-78.715	310.25
2012-04-26 12:19:52.446	1192.18	-79.873	310.25
2012-04-26 12:19:52.646	1192.38	-79.558	310.25
2012-04-26 12:19:52.836	1192.57	-78.93	310.25
2012-04-26 12:19:53.036	1192.77	-78.732	310.25
2012-04-26 12:19:53.246	1192.98	-79.163	310.25
2012-04-26 12:19:53.446	1193.18	-80.407	310.25
2012-04-26 12:19:53.646	1193.38	-79.329	310.25
2012-04-26 12:19:53.856	1193.59	-78.85	310.25
