12/22/2015  3:46:58 PM	+644.21E-09
12/22/2015  3:46:58 PM	+643.98E-09
12/22/2015  3:46:59 PM	+644.93E-09
12/22/2015  3:46:59 PM	+643.66E-09
12/22/2015  3:46:59 PM	+643.53E-09
12/22/2015  3:46:59 PM	+644.19E-09
12/22/2015  3:46:59 PM	+642.68E-09
12/22/2015  3:46:59 PM	+644.27E-09
12/22/2015  3:46:59 PM	+644.11E-09
12/22/2015  3:46:59 PM	+643.85E-09
12/22/2015  3:46:59 PM	+643.56E-09
12/22/2015  3:46:59 PM	+642.97E-09
12/22/2015  3:46:59 PM	+644.35E-09
12/22/2015  3:46:59 PM	+643.13E-09
12/22/2015  3:46:59 PM	+644.14E-09
12/22/2015  3:46:59 PM	+643.26E-09
12/22/2015  3:46:59 PM	+643.53E-09
12/22/2015  3:46:59 PM	+642.89E-09
12/22/2015  3:46:59 PM	+643.19E-09
12/22/2015  3:46:59 PM	+643.98E-09
12/22/2015  3:46:59 PM	+643.40E-09
12/22/2015  3:46:59 PM	+643.58E-09
12/22/2015  3:47:00 PM	+643.40E-09
12/22/2015  3:47:00 PM	+644.10E-09
12/22/2015  3:47:00 PM	+644.67E-09
12/22/2015  3:47:00 PM	+645.49E-09
12/22/2015  3:47:00 PM	+644.06E-09
12/22/2015  3:47:00 PM	+645.06E-09
12/22/2015  3:47:00 PM	+644.38E-09
12/22/2015  3:47:00 PM	+644.14E-09
12/22/2015  3:47:00 PM	+643.83E-09
12/22/2015  3:47:00 PM	+645.28E-09
12/22/2015  3:47:00 PM	+644.55E-09
12/22/2015  3:47:00 PM	+644.47E-09
12/22/2015  3:47:00 PM	+644.08E-09
12/22/2015  3:47:00 PM	+643.95E-09
12/22/2015  3:47:00 PM	+645.71E-09
12/22/2015  3:47:00 PM	+643.92E-09
12/22/2015  3:47:00 PM	+646.09E-09
12/22/2015  3:47:00 PM	+644.28E-09
12/22/2015  3:47:00 PM	+644.51E-09
12/22/2015  3:47:00 PM	+644.44E-09
12/22/2015  3:47:01 PM	+645.31E-09
12/22/2015  3:47:01 PM	+644.59E-09
12/22/2015  3:47:01 PM	+643.77E-09
12/22/2015  3:47:01 PM	+645.43E-09
12/22/2015  3:47:01 PM	+645.56E-09
12/22/2015  3:47:01 PM	+644.89E-09
12/22/2015  3:47:01 PM	+644.83E-09
12/22/2015  3:47:01 PM	+645.09E-09
12/22/2015  3:47:01 PM	+645.55E-09
12/22/2015  3:47:01 PM	+644.25E-09
12/22/2015  3:47:01 PM	+644.12E-09
12/22/2015  3:47:01 PM	+644.38E-09
12/22/2015  3:47:01 PM	+644.88E-09
12/22/2015  3:47:01 PM	+644.76E-09
12/22/2015  3:47:01 PM	+645.54E-09
12/22/2015  3:47:01 PM	+644.93E-09
12/22/2015  3:47:01 PM	+644.90E-09
12/22/2015  3:47:01 PM	+645.15E-09
12/22/2015  3:47:01 PM	+644.24E-09
12/22/2015  3:47:01 PM	+644.62E-09
12/22/2015  3:47:02 PM	+644.43E-09
12/22/2015  3:47:02 PM	+643.97E-09
12/22/2015  3:47:02 PM	+644.35E-09
12/22/2015  3:47:02 PM	+643.79E-09
12/22/2015  3:47:02 PM	+643.28E-09
12/22/2015  3:47:02 PM	+643.23E-09
12/22/2015  3:47:02 PM	+643.29E-09
12/22/2015  3:47:02 PM	+643.34E-09
12/22/2015  3:47:02 PM	+643.90E-09
12/22/2015  3:47:02 PM	+643.91E-09
12/22/2015  3:47:02 PM	+644.68E-09
12/22/2015  3:47:02 PM	+643.10E-09
12/22/2015  3:47:02 PM	+643.90E-09
12/22/2015  3:47:02 PM	+644.19E-09
12/22/2015  3:47:02 PM	+644.02E-09
12/22/2015  3:47:02 PM	+644.95E-09
12/22/2015  3:47:02 PM	+644.21E-09
12/22/2015  3:47:02 PM	+643.89E-09
12/22/2015  3:47:02 PM	+643.09E-09
12/22/2015  3:47:02 PM	+644.07E-09
12/22/2015  3:47:03 PM	+643.36E-09
12/22/2015  3:47:03 PM	+643.85E-09
12/22/2015  3:47:03 PM	+643.18E-09
12/22/2015  3:47:03 PM	+643.15E-09
12/22/2015  3:47:03 PM	+643.38E-09
12/22/2015  3:47:03 PM	+644.08E-09
12/22/2015  3:47:03 PM	+643.87E-09
12/22/2015  3:47:03 PM	+644.85E-09
12/22/2015  3:47:03 PM	+645.01E-09
12/22/2015  3:47:03 PM	+644.71E-09
12/22/2015  3:47:03 PM	+644.29E-09
12/22/2015  3:47:03 PM	+643.55E-09
12/22/2015  3:47:03 PM	+643.67E-09
12/22/2015  3:47:03 PM	+644.37E-09
12/22/2015  3:47:03 PM	+643.74E-09
