TS	Tilt	Phase	Amplitude	PLL_Locked	TempSensor1	TempSensor2
2020-02-05 17:00:30.107	0.00	97.9497	-18.7992	1	292.410004	292.670013
2020-02-05 17:00:31.054	0.00	97.8205	-18.7943	1	292.410004	292.649994
2020-02-05 17:00:31.997	0.00	97.9215	-18.7969	1	292.420013	292.660004
2020-02-05 17:00:32.948	0.00	97.8648	-18.8047	1	292.420013	292.670013
2020-02-05 17:00:33.876	0.00	97.8815	-18.8003	1	292.410004	292.660004
2020-02-05 17:00:34.806	0.00	97.8600	-18.8027	1	292.410004	292.660004
2020-02-05 17:00:35.735	0.00	97.8121	-18.8128	1	292.410004	292.660004
2020-02-05 17:00:36.694	0.00	97.8743	-18.8165	1	292.410004	292.670013
2020-02-05 17:00:37.644	0.00	97.7750	-18.8110	1	292.410004	292.660004
2020-02-05 17:00:38.579	0.00	97.7570	-18.8121	1	292.420013	292.649994
2020-02-05 17:00:39.528	0.00	97.7486	-18.8131	1	292.429993	292.649994
2020-02-05 17:00:40.478	0.00	97.7235	-18.8111	1	292.399994	292.660004
2020-02-05 17:00:41.420	0.00	97.7177	-18.8104	1	292.399994	292.649994
2020-02-05 17:00:42.353	0.00	97.7620	-18.8137	1	292.410004	292.649994
2020-02-05 17:00:43.307	0.00	97.6766	-18.8138	1	292.399994	292.640015
2020-02-05 17:00:44.233	0.00	97.7895	-18.8096	1	292.410004	292.660004
2020-02-05 17:00:45.201	0.00	97.7901	-18.8139	1	292.399994	292.660004
2020-02-05 17:00:46.119	0.00	97.8324	-18.8164	1	292.410004	292.649994
2020-02-05 17:00:47.067	0.00	97.9110	-18.8092	1	292.399994	292.660004
2020-02-05 17:00:48.003	0.00	97.8490	-18.8078	1	292.390015	292.649994
2020-02-05 17:00:48.959	0.00	97.9425	-18.8081	1	292.399994	292.660004
2020-02-05 17:00:49.886	0.00	97.8052	-18.8055	1	292.390015	292.660004
2020-02-05 17:00:50.824	0.00	97.8687	-18.8032	1	292.390015	292.660004
2020-02-05 17:00:51.759	0.00	97.9885	-18.8047	1	292.410004	292.670013
2020-02-05 17:00:52.712	0.00	98.0513	-18.8061	1	292.399994	292.649994
2020-02-05 17:00:53.649	0.00	98.1722	-18.8005	1	292.390015	292.660004
