TS	Tilt	Phase	Amplitude	PLL_Locked	TempSensor1	TempSensor2
2020-02-05 16:39:22.983	0.00	169.3659	-21.0198	1	292.420013	292.649994
2020-02-05 16:39:23.888	0.00	169.3774	-21.0195	1	292.420013	292.649994
2020-02-05 16:39:24.842	0.00	169.4614	-21.0180	1	292.410004	292.660004
2020-02-05 16:39:25.768	0.00	169.3672	-21.0189	1	292.420013	292.660004
2020-02-05 16:39:26.713	0.00	169.4588	-21.0126	1	292.429993	292.660004
2020-02-05 16:39:27.651	0.00	169.3993	-21.0129	1	292.420013	292.649994
2020-02-05 16:39:28.584	0.00	169.3612	-21.0176	1	292.440002	292.660004
2020-02-05 16:39:29.535	0.00	169.4271	-21.0143	1	292.420013	292.649994
2020-02-05 16:39:30.471	0.00	169.3959	-21.0129	1	292.420013	292.660004
2020-02-05 16:39:31.423	0.00	169.5009	-21.0117	1	292.429993	292.640015
2020-02-05 16:39:32.390	0.00	169.5212	-21.0120	1	292.420013	292.660004
2020-02-05 16:39:33.295	0.00	169.4788	-21.0101	1	292.420013	292.640015
2020-02-05 16:39:34.235	0.00	169.5466	-21.0112	1	292.429993	292.660004
2020-02-05 16:39:35.186	0.00	169.4745	-21.0122	1	292.420013	292.660004
2020-02-05 16:39:36.129	0.00	169.5531	-21.0111	1	292.420013	292.660004
2020-02-05 16:39:37.087	0.00	169.4428	-21.0094	1	292.420013	292.660004
2020-02-05 16:39:38.001	0.00	169.3780	-21.0099	1	292.440002	292.670013
2020-02-05 16:39:38.936	0.00	169.3334	-21.0109	1	292.440002	292.649994
2020-02-05 16:39:39.889	0.00	169.2074	-21.0097	1	292.429993	292.660004
2020-02-05 16:39:40.807	0.00	169.2710	-21.0138	1	292.440002	292.649994
2020-02-05 16:39:41.764	0.00	169.1374	-21.0145	1	292.440002	292.660004
2020-02-05 16:39:42.715	0.00	169.1570	-21.0161	1	292.420013	292.660004
2020-02-05 16:39:43.645	0.00	169.1469	-21.0123	1	292.429993	292.660004
2020-02-05 16:39:44.598	0.00	169.0834	-21.0096	1	292.429993	292.660004
2020-02-05 16:39:45.529	0.00	169.0685	-21.0112	1	292.429993	292.660004
2020-02-05 16:39:46.455	0.00	168.9944	-21.0138	1	292.429993	292.660004
2020-02-05 16:39:47.403	0.00	169.1172	-21.0151	1	292.440002	292.660004
2020-02-05 16:39:48.319	0.00	169.0909	-21.0103	1	292.429993	292.660004
2020-02-05 16:39:49.249	0.00	169.2305	-21.0105	1	292.420013	292.649994
2020-02-05 16:39:50.219	0.00	169.2170	-21.0131	1	292.440002	292.660004
2020-02-05 16:39:51.122	0.00	169.2520	-21.0116	1	292.440002	292.660004
2020-02-05 16:39:52.078	0.00	169.3048	-21.0084	1	292.440002	292.649994
2020-02-05 16:39:53.023	0.00	169.2136	-21.0064	1	292.440002	292.649994
2020-02-05 16:39:53.958	0.00	169.2509	-21.0095	1	292.450012	292.660004
2020-02-05 16:39:54.922	0.00	169.1635	-21.0055	1	292.440002	292.660004
2020-02-05 16:39:55.828	0.00	169.2220	-21.0071	1	292.440002	292.660004
2020-02-05 16:39:56.794	0.00	169.2650	-21.0074	1	292.450012	292.649994
2020-02-05 16:39:57.726	0.00	169.2117	-21.0063	1	292.440002	292.660004
2020-02-05 16:39:58.680	0.00	169.2798	-21.0087	1	292.450012	292.660004
2020-02-05 16:39:59.619	0.00	169.1563	-21.0115	1	292.450012	292.660004
2020-02-05 16:40:00.565	0.00	169.1503	-21.0087	1	292.450012	292.660004
2020-02-05 16:40:01.513	0.00	169.1229	-21.0073	1	292.459991	292.660004
2020-02-05 16:40:02.436	0.00	168.9826	-21.0070	1	292.450012	292.660004
2020-02-05 16:40:03.383	0.00	169.0427	-21.0128	1	292.440002	292.660004
2020-02-05 16:40:04.322	0.00	169.0233	-21.0089	1	292.450012	292.649994
2020-02-05 16:40:05.272	0.00	169.0477	-21.0084	1	292.450012	292.660004
2020-02-05 16:40:06.198	0.00	169.0544	-21.0094	1	292.450012	292.660004
2020-02-05 16:40:07.147	0.00	168.9666	-21.0101	1	292.450012	292.660004
2020-02-05 16:40:08.090	0.00	169.0951	-21.0166	1	292.450012	292.660004
2020-02-05 16:40:08.985	0.00	169.0693	-21.0123	1	292.440002	292.660004
2020-02-05 16:40:09.966	0.00	169.2302	-21.0057	1	292.440002	292.660004
2020-02-05 16:40:10.935	0.00	169.2580	-21.0091	1	292.450012	292.660004
2020-02-05 16:40:11.866	0.00	169.2998	-21.0134	1	292.459991	292.670013
2020-02-05 16:40:12.807	0.00	169.3796	-21.0114	1	292.450012	292.660004
2020-02-05 16:40:13.741	0.00	169.2644	-21.0100	1	292.450012	292.660004
2020-02-05 16:40:14.670	0.00	169.3009	-21.0044	1	292.459991	292.660004
2020-02-05 16:40:15.638	0.00	169.2094	-21.0032	1	292.450012	292.660004
2020-02-05 16:40:16.555	0.00	169.1624	-21.0030	1	292.470001	292.660004
2020-02-05 16:40:17.485	0.00	169.1235	-21.0041	1	292.450012	292.660004
2020-02-05 16:40:18.446	0.00	169.0173	-21.0047	1	292.470001	292.660004
2020-02-05 16:40:19.365	0.00	169.0622	-21.0075	1	292.459991	292.660004
2020-02-05 16:40:20.322	0.00	169.0293	-21.0070	1	292.459991	292.660004
2020-02-05 16:40:21.268	0.00	169.0261	-21.0061	1	292.459991	292.660004
2020-02-05 16:40:22.201	0.00	169.0573	-21.0050	1	292.459991	292.649994
2020-02-05 16:40:23.147	0.00	168.9620	-21.0087	1	292.450012	292.660004
2020-02-05 16:40:24.086	0.00	168.9885	-21.0208	1	292.470001	292.670013
2020-02-05 16:40:25.041	0.00	169.0216	-21.0188	1	292.459991	292.660004
2020-02-05 16:40:25.967	0.00	169.0147	-21.0143	1	292.470001	292.649994
2020-02-05 16:40:26.904	0.00	169.1126	-21.0099	1	292.450012	292.660004
2020-02-05 16:40:27.863	0.00	169.0936	-21.0095	1	292.459991	292.660004
2020-02-05 16:40:28.794	0.00	169.2146	-21.0094	1	292.470001	292.660004
2020-02-05 16:40:29.742	0.00	169.2101	-21.0146	1	292.470001	292.660004
2020-02-05 16:40:30.672	0.00	169.2360	-21.0146	1	292.450012	292.660004
2020-02-05 16:40:31.615	0.00	169.2354	-21.0103	1	292.470001	292.670013
2020-02-05 16:40:32.566	0.00	169.1475	-21.0132	1	292.470001	292.649994
2020-02-05 16:40:33.515	0.00	169.1598	-21.0143	1	292.470001	292.679993
2020-02-05 16:40:34.461	0.00	169.0503	-21.0225	1	292.470001	292.660004
2020-02-05 16:40:35.383	0.00	168.9411	-21.0203	1	292.470001	292.670013
2020-02-05 16:40:36.319	0.00	168.9150	-21.0219	1	292.459991	292.670013
2020-02-05 16:40:37.272	0.00	168.8730	-21.0176	1	292.470001	292.660004
2020-02-05 16:40:38.188	0.00	168.9521	-21.0078	1	292.480011	292.660004
2020-02-05 16:40:39.157	0.00	168.9520	-21.0114	1	292.459991	292.660004
2020-02-05 16:40:40.070	0.00	168.9300	-21.0149	1	292.470001	292.660004
2020-02-05 16:40:41.025	0.00	168.9428	-21.0167	1	292.470001	292.660004
2020-02-05 16:40:41.976	0.00	168.8431	-21.0257	1	292.470001	292.670013
2020-02-05 16:40:42.911	0.00	168.8555	-21.0236	1	292.470001	292.660004
2020-02-05 16:40:43.860	0.00	168.7572	-21.0197	1	292.470001	292.670013
2020-02-05 16:40:44.805	0.00	168.7243	-21.0089	1	292.480011	292.660004
2020-02-05 16:40:45.750	0.00	168.7401	-21.0081	1	292.470001	292.670013
2020-02-05 16:40:46.661	0.00	168.7032	-21.0126	1	292.470001	292.679993
2020-02-05 16:40:47.621	0.00	168.7262	-21.0156	1	292.470001	292.660004
2020-02-05 16:40:48.559	0.00	168.6036	-21.0174	1	292.480011	292.660004
2020-02-05 16:40:49.491	0.00	168.6404	-21.0174	1	292.470001	292.670013
2020-02-05 16:40:50.409	0.00	168.5872	-21.0192	1	292.480011	292.649994
2020-02-05 16:40:51.337	0.00	168.6875	-21.0245	1	292.470001	292.660004
2020-02-05 16:40:52.298	0.00	168.6858	-21.0201	1	292.500000	292.660004
2020-02-05 16:40:53.239	0.00	168.7424	-21.0160	1	292.470001	292.660004
2020-02-05 16:40:54.201	0.00	168.7930	-21.0177	1	292.489990	292.660004
2020-02-05 16:40:55.110	0.00	168.7608	-21.0185	1	292.480011	292.679993
2020-02-05 16:40:56.051	0.00	168.8281	-21.0171	1	292.480011	292.679993
2020-02-05 16:40:56.968	0.00	168.8397	-21.0103	1	292.470001	292.660004
2020-02-05 16:40:57.943	0.00	168.8586	-21.0059	1	292.480011	292.670013
2020-02-05 16:40:58.875	0.00	168.8882	-21.0131	1	292.480011	292.660004
2020-02-05 16:40:59.798	0.00	168.8637	-21.0079	1	292.470001	292.660004
2020-02-05 16:41:00.749	0.00	168.9893	-21.0037	1	292.470001	292.679993
