TS	Tilt	Power	PLL_Locked	TempSensor1	TempSensor2	Milliseconds Elapsed
2018-04-10 08:48:02.523	-0.00	8.065E-6	1	293.070	292.800	15251
2018-04-10 08:48:02.534	-0.00	8.069E-6	1	293.070	292.800	15301
2018-04-10 08:48:02.545	-0.00	8.074E-6	1	293.070	292.800	15351
2018-04-10 08:48:02.666	-0.00	8.070E-6	1	293.080	292.800	15401
2018-04-10 08:48:02.676	-0.00	8.073E-6	1	293.080	292.800	15451
2018-04-10 08:48:02.691	-0.00	8.073E-6	1	293.080	292.800	15501
2018-04-10 08:48:02.826	-0.00	8.070E-6	1	293.080	292.810	15551
2018-04-10 08:48:02.837	-0.00	8.070E-6	1	293.080	292.810	15601
2018-04-10 08:48:02.848	-0.00	8.070E-6	1	293.080	292.810	15651
2018-04-10 08:48:02.966	-0.00	8.068E-6	1	293.080	292.810	15701
2018-04-10 08:48:02.977	-0.00	8.070E-6	1	293.080	292.810	15751
2018-04-10 08:48:02.992	-0.00	8.070E-6	1	293.080	292.810	15801
2018-04-10 08:48:03.107	-0.00	8.072E-6	1	293.080	292.810	15851
2018-04-10 08:48:03.117	-0.00	8.070E-6	1	293.080	292.810	15901
2018-04-10 08:48:03.134	-0.00	8.067E-6	1	293.080	292.810	15951
2018-04-10 08:48:03.252	-0.00	8.070E-6	1	293.080	292.820	16001
2018-04-10 08:48:03.263	-0.00	8.070E-6	1	293.080	292.820	16051
2018-04-10 08:48:03.278	-0.00	8.069E-6	1	293.080	292.820	16101
2018-04-10 08:48:03.419	-0.00	8.070E-6	1	293.080	292.820	16151
2018-04-10 08:48:03.429	-0.00	8.070E-6	1	293.080	292.820	16201
2018-04-10 08:48:03.441	-0.00	8.070E-6	1	293.080	292.820	16251
2018-04-10 08:48:03.564	-0.00	8.071E-6	1	293.080	292.820	16301
2018-04-10 08:48:03.574	-0.00	8.071E-6	1	293.080	292.820	16351
2018-04-10 08:48:03.591	-0.00	8.068E-6	1	293.080	292.820	16401
2018-04-10 08:48:03.709	-0.00	8.073E-6	1	293.080	292.800	16451
2018-04-10 08:48:03.719	-0.00	8.069E-6	1	293.080	292.800	16501
2018-04-10 08:48:03.826	-0.00	8.069E-6	1	293.080	292.800	16551
2018-04-10 08:48:03.836	-0.00	8.068E-6	1	293.080	292.800	16601
2018-04-10 08:48:03.847	-0.00	8.068E-6	1	293.080	292.800	16651
2018-04-10 08:48:03.978	-0.00	8.067E-6	1	293.080	292.800	16701
